time,CO2 (mA),H2O (mA),SO2 (mA),H2S (mA),,SO2 ,H2S
14:35:18,12.78648758,19.55392647,4.262072563,4.279257774,,4.262072563,4.279257774
14:35:19,12.79157257,19.80299759,4.333305836,4.294507027,,4.333305836,4.294507027
14:35:20,12.87294197,19.81824684,4.353658199,4.345337868,,4.353658199,4.345337868
14:35:21,12.91871262,19.78774834,4.246808529,4.253842354,,4.246808529,4.253842354
14:35:22,12.90345573,19.767416,4.30786562,4.304673195,,4.30786562,4.304673195
14:35:23,12.9339695,19.78774834,4.333305836,4.238593102,,4.333305836,4.238593102
14:35:24,12.94414043,19.98090553,4.429979801,4.330088615,,4.429979801,4.330088615
14:35:25,12.88311291,19.98090553,4.343482018,4.238593102,,4.343482018,4.238593102
14:35:26,12.90345573,19.98598862,4.465596199,4.340254784,,4.465596199,4.340254784
14:35:27,12.89836979,19.98090553,4.521565437,4.243676186,,4.521565437,4.243676186
14:35:28,12.88819885,19.98090553,4.506300926,4.3351717,,4.506300926,4.3351717
14:35:29,12.88819885,19.98598862,4.496124744,4.380919456,,4.496124744,4.380919456
14:35:30,12.76614475,19.70641899,4.465596199,4.258925438,,4.465596199,4.258925438
14:35:31,12.8119154,19.4166832,4.536829472,4.258925438,,4.536829472,4.258925438
14:35:32,12.99499607,19.49292946,4.572446346,4.314839363,,4.572446346,4.314839363
14:35:33,13.07636547,19.68608665,4.496124744,4.36058712,,4.496124744,4.36058712
14:35:34,13.02550983,19.72675133,4.567358017,4.325005531,,4.567358017,4.325005531
14:35:35,13.03568077,19.68608665,4.597886562,4.319922447,,4.597886562,4.319922447
14:35:36,13.04076672,19.62508965,4.653855801,4.325005531,,4.653855801,4.325005531
14:35:37,13.03059578,19.63017273,4.745441437,4.299590111,,4.745441437,4.299590111
14:35:38,13.04076672,19.62508965,4.806498528,4.309756279,,4.806498528,4.309756279
14:35:39,12.97973919,19.63525581,4.816674709,4.3351717,,4.816674709,4.3351717
14:35:40,12.9746542,19.59459114,4.862467289,4.391085625,,4.862467289,4.391085625
14:35:41,13.07636547,19.67592049,4.852291107,4.431750298,,4.852291107,4.431750298
14:35:42,12.99499607,19.74200058,4.954052925,4.27417469,,4.954052925,4.27417469
14:35:43,12.9339695,19.68608665,4.908260345,4.365670204,,4.908260345,4.365670204
14:35:44,12.9339695,19.70641899,4.887907982,4.299590111,,4.887907982,4.299590111
14:35:45,12.94922638,19.69625282,4.959141254,4.370753288,,4.959141254,4.370753288
14:35:46,12.94922638,19.74708366,4.913348198,4.3351717,,4.913348198,4.3351717
14:35:47,12.96448231,19.83857918,4.98458147,4.3351717,,4.98458147,4.3351717
14:35:48,13.0153389,19.98090553,4.837027073,4.426667213,,4.837027073,4.426667213
14:35:49,12.97973919,19.98090553,4.903172016,4.421584129,,4.903172016,4.421584129
14:35:50,12.9746542,19.98090553,4.867555618,4.3351717,,4.867555618,4.3351717
14:35:51,13.01025295,19.98090553,4.92352438,4.3351717,,4.92352438,4.3351717
14:35:52,12.96956825,19.98598862,4.831938744,4.3351717,,4.831938744,4.3351717
14:35:53,12.98482513,19.98090553,4.862467289,4.289423943,,4.862467289,4.289423943
14:35:54,13.01025295,19.98090553,4.898084164,4.340254784,,4.898084164,4.340254784
14:35:55,13.03059578,19.98598862,4.872643471,4.370753288,,4.872643471,4.370753288
14:35:56,13.01025295,19.9910717,4.938788891,4.36058712,,4.938788891,4.36058712
14:35:57,12.99499607,19.98090553,4.933700562,4.355504036,,4.933700562,4.355504036
14:35:58,13.00516701,19.88432693,4.969317436,4.309756279,,4.969317436,4.309756279
14:35:59,13.0560236,19.80299759,5.025286198,4.406334877,,5.025286198,4.406334877
14:36:00,13.03059578,19.98598862,4.98458147,4.391085625,,4.98458147,4.391085625
14:36:01,13.05093765,19.98090553,4.974405289,4.319922447,,4.974405289,4.319922447
14:36:02,13.04076672,19.98598862,5.050726891,4.401251793,,5.050726891,4.401251793
14:36:03,13.0153389,19.98598862,5.040550709,4.3351717,,5.040550709,4.3351717
14:36:04,13.04076672,19.98090553,5.010022163,4.370753288,,5.010022163,4.370753288
14:36:05,13.06619453,19.98090553,5.040550709,4.391085625,,5.040550709,4.391085625
14:36:06,13.10179329,19.98598862,5.086343288,4.370753288,,5.086343288,4.370753288
14:36:07,13.05093765,19.95040703,5.127048016,4.340254784,,5.127048016,4.340254784
14:36:08,13.03059578,19.98598862,5.055814743,4.421584129,,5.055814743,4.421584129
14:36:09,13.00516701,19.98598862,5.137224197,4.375836372,,5.137224197,4.375836372
14:36:10,12.99499607,19.9910717,5.1016078,4.370753288,,5.1016078,4.370753288
14:36:11,12.93905449,19.98090553,5.116871834,4.365670204,,5.116871834,4.365670204
14:36:12,12.93905449,19.94532394,5.076167107,4.325005531,,5.076167107,4.325005531
14:36:13,12.9746542,19.94532394,5.065990925,4.391085625,,5.065990925,4.391085625
14:36:14,12.90345573,19.91482544,5.060903072,4.411417961,,5.060903072,4.411417961
14:36:15,12.98482513,19.94532394,5.060903072,4.3351717,,5.060903072,4.3351717
14:36:16,13.01025295,19.90974236,5.09651947,4.426667213,,5.09651947,4.426667213
14:36:17,13.03568077,19.98090553,5.045638561,4.325005531,,5.045638561,4.325005531
14:36:18,13.04076672,19.98090553,4.959141254,4.375836372,,4.959141254,4.375836372
14:36:19,13.06110859,19.98598862,5.020198345,4.345337868,,5.020198345,4.345337868
14:36:20,13.00516701,19.98090553,5.1016078,4.44699955,,5.1016078,4.44699955
14:36:21,12.99499607,19.98090553,4.98458147,4.426667213,,4.98458147,4.426667213
14:36:22,13.02550983,19.98598862,5.081255436,4.44699955,,5.081255436,4.44699955
14:36:23,12.98482513,19.98090553,5.127048016,4.441916466,,5.127048016,4.441916466
14:36:24,13.0153389,19.98090553,5.015110016,4.396168709,,5.015110016,4.396168709
14:36:25,13.0560236,19.98090553,5.020198345,4.345337868,,5.020198345,4.345337868
14:36:26,13.03059578,19.98090553,5.055814743,4.350420952,,5.055814743,4.350420952
14:36:27,13.05093765,19.98598862,5.025286198,4.421584129,,5.025286198,4.421584129
14:36:28,13.06110859,19.98090553,5.035462379,4.330088615,,5.035462379,4.330088615
14:36:29,13.03059578,19.98598862,5.091431618,4.44699955,,5.091431618,4.44699955
14:36:30,13.00516701,19.98090553,5.198281288,4.340254784,,5.198281288,4.340254784
14:36:31,13.03059578,19.98598862,5.127048016,4.350420952,,5.127048016,4.350420952
14:36:32,13.07636547,19.98598862,5.111783981,4.482581139,,5.111783981,4.482581139
14:36:33,13.10179329,19.98090553,5.121960163,4.416501045,,5.121960163,4.416501045
14:36:34,13.03059578,19.98090553,5.223721981,4.436833382,,5.223721981,4.436833382
14:36:35,13.0153389,19.98090553,5.147400379,4.396168709,,5.147400379,4.396168709
14:36:36,13.0153389,19.98598862,5.218633652,4.416501045,,5.218633652,4.416501045
14:36:37,13.0153389,19.98090553,5.238986015,4.431750298,,5.238986015,4.431750298
14:36:38,13.02550983,19.98090553,5.203369617,4.36058712,,5.203369617,4.36058712
14:36:39,13.00008202,19.98598862,5.167752743,4.370753288,,5.167752743,4.370753288
14:36:40,13.0153389,19.97582245,5.264426708,4.44699955,,5.264426708,4.44699955
14:36:41,13.01025295,19.98090553,5.218633652,4.355504036,,5.218633652,4.355504036
14:36:42,12.94414043,19.93515778,5.177928925,4.411417961,,5.177928925,4.411417961
14:36:43,12.98482513,19.91990852,5.137224197,4.36058712,,5.137224197,4.36058712
14:36:44,13.04585171,19.9605732,5.198281288,4.467331886,,5.198281288,4.467331886
14:36:45,13.0153389,19.98090553,5.16266489,4.416501045,,5.16266489,4.416501045
14:36:46,13.00008202,19.98090553,5.167752743,4.370753288,,5.167752743,4.370753288
14:36:47,12.95431137,19.98598862,5.177928925,4.421584129,,5.177928925,4.421584129
14:36:48,12.96956825,19.98598862,5.228809834,4.365670204,,5.228809834,4.365670204
14:36:49,13.01025295,19.98598862,5.213545799,4.47241497,,5.213545799,4.47241497
14:36:50,13.02042389,19.98090553,5.203369617,4.431750298,,5.203369617,4.431750298
14:36:51,13.03568077,19.98598862,5.121960163,4.431750298,,5.121960163,4.431750298
14:36:52,13.00008202,19.97582245,5.213545799,4.36058712,,5.213545799,4.36058712
14:36:53,12.98482513,19.98598862,5.20845747,4.36058712,,5.20845747,4.36058712
14:36:54,12.98991108,19.97582245,5.172841072,4.436833382,,5.172841072,4.436833382
14:36:55,12.9339695,19.98090553,5.091431618,4.325005531,,5.091431618,4.325005531
14:36:56,12.95431137,19.98090553,5.116871834,4.391085625,,5.116871834,4.391085625
14:36:57,12.95939732,19.97582245,5.203369617,4.406334877,,5.203369617,4.406334877
14:36:58,13.02550983,19.98090553,5.167752743,4.421584129,,5.167752743,4.421584129
14:36:59,13.00516701,19.9910717,5.213545799,4.457165718,,5.213545799,4.457165718
14:37:00,12.99499607,19.98090553,5.09651947,4.452082634,,5.09651947,4.452082634
14:37:01,13.01025295,19.98090553,5.147400379,4.426667213,,5.147400379,4.426667213
14:37:02,12.98482513,19.98090553,5.1016078,4.492747307,,5.1016078,4.492747307
14:37:03,12.98991108,19.98090553,5.121960163,4.3351717,,5.121960163,4.3351717
14:37:04,12.95431137,19.98090553,5.116871834,4.406334877,,5.116871834,4.406334877
14:37:05,12.9339695,19.98598862,5.198281288,4.391085625,,5.198281288,4.391085625
14:37:06,12.87802792,19.9605732,5.09651947,4.411417961,,5.09651947,4.411417961
14:37:07,12.91362667,19.98598862,5.091431618,4.391085625,,5.091431618,4.391085625
14:37:08,12.94922638,19.98090553,5.055814743,4.396168709,,5.055814743,4.396168709
14:37:09,12.8932848,19.98090553,5.050726891,4.391085625,,5.050726891,4.391085625
14:37:10,12.82208633,19.98598862,5.111783981,4.452082634,,5.111783981,4.452082634
14:37:11,12.80174351,19.92499161,5.111783981,4.441916466,,5.111783981,4.441916466
14:37:12,12.80682945,19.82841301,5.035462379,4.391085625,,5.035462379,4.391085625
14:37:13,12.81700039,19.76233292,5.020198345,4.375836372,,5.020198345,4.375836372
14:37:14,12.83225727,19.767416,4.964229107,4.391085625,,4.964229107,4.391085625
14:37:15,12.83734322,19.84366226,4.92352438,4.370753288,,4.92352438,4.370753288
14:37:16,12.82208633,19.81316376,4.903172016,4.365670204,,4.903172016,4.365670204
14:37:17,12.82208633,19.70641899,4.92352438,4.396168709,,4.92352438,4.396168709
14:37:18,12.8119154,19.73183441,4.837027073,4.462248802,,4.837027073,4.462248802
14:37:19,12.8119154,19.6708374,4.760705471,4.355504036,,4.760705471,4.355504036
14:37:20,12.79665852,19.66067123,4.791234016,4.355504036,,4.791234016,4.355504036
14:37:21,12.82208633,19.75724983,4.770881653,4.345337868,,4.770881653,4.345337868
14:37:22,12.79157257,19.86907768,4.750529289,4.345337868,,4.750529289,4.345337868
14:37:23,12.80682945,19.90974236,4.720000744,4.289423943,,4.720000744,4.289423943
14:37:24,12.79157257,19.91990852,4.709824562,4.391085625,,4.709824562,4.391085625
14:37:25,12.81700039,19.96565628,4.826850891,4.355504036,,4.826850891,4.355504036
14:37:26,12.80682945,19.85891151,4.730176926,4.319922447,,4.730176926,4.319922447
14:37:27,12.83734322,19.90465927,4.750529289,4.309756279,,4.750529289,4.309756279
14:37:28,12.8119154,19.89957619,4.725089073,4.345337868,,4.725089073,4.345337868
14:37:29,12.82717228,19.87924385,4.725089073,4.365670204,,4.725089073,4.365670204
14:37:30,12.83225727,19.87924385,4.781057835,4.289423943,,4.781057835,4.289423943
14:37:31,12.83734322,19.83857918,4.689472198,4.345337868,,4.689472198,4.345337868
14:37:32,12.8119154,19.82332993,4.725089073,4.330088615,,4.725089073,4.330088615
14:37:33,12.83225727,19.85382843,4.70473671,4.380919456,,4.70473671,4.380919456
14:37:34,12.8119154,19.84366226,4.735265255,4.391085625,,4.735265255,4.391085625
14:37:35,12.79157257,19.79791451,4.730176926,4.401251793,,4.730176926,4.401251793
14:37:36,12.83225727,19.87416077,4.725089073,4.380919456,,4.725089073,4.380919456
14:37:37,12.84751415,19.89957619,4.831938744,4.426667213,,4.831938744,4.426667213
14:37:38,12.8526001,19.93007469,4.755617619,4.380919456,,4.755617619,4.380919456
14:37:39,12.80682945,19.91482544,4.801410198,4.370753288,,4.801410198,4.370753288
14:37:40,12.84751415,19.98598862,4.714912891,4.355504036,,4.714912891,4.355504036
14:37:41,12.84751415,19.98090553,4.730176926,4.380919456,,4.730176926,4.380919456
14:37:42,12.84751415,19.97582245,4.745441437,4.309756279,,4.745441437,4.309756279
14:37:43,12.86785698,19.98090553,4.750529289,4.401251793,,4.750529289,4.401251793
14:37:44,12.83734322,19.98090553,4.750529289,4.386002541,,4.750529289,4.386002541
14:37:45,12.82208633,19.98598862,4.781057835,4.401251793,,4.781057835,4.401251793
14:37:46,12.82717228,19.98090553,4.786146164,4.421584129,,4.786146164,4.421584129
14:37:47,12.84751415,19.98090553,4.81158638,4.426667213,,4.81158638,4.426667213
14:37:48,12.82717228,19.98090553,4.821762562,4.386002541,,4.821762562,4.386002541
14:37:49,12.78648758,19.97582245,4.760705471,4.370753288,,4.760705471,4.370753288
14:37:50,12.82717228,19.98090553,4.755617619,4.3351717,,4.755617619,4.3351717
14:37:51,12.83734322,19.97582245,4.801410198,4.350420952,,4.801410198,4.350420952
14:37:52,12.87294197,19.98090553,4.720000744,4.386002541,,4.720000744,4.386002541
14:37:53,12.86785698,19.98598862,4.806498528,4.3351717,,4.806498528,4.3351717
14:37:54,12.84242821,19.98598862,4.750529289,4.340254784,,4.750529289,4.340254784
14:37:55,12.84242821,19.9910717,4.81158638,4.380919456,,4.81158638,4.380919456
14:37:56,12.88819885,19.98090553,4.750529289,4.386002541,,4.750529289,4.386002541
14:37:57,12.86785698,19.98598862,4.750529289,4.36058712,,4.750529289,4.36058712
14:37:58,12.82208633,19.97073936,4.730176926,4.294507027,,4.730176926,4.294507027
14:37:59,12.81700039,19.98090553,4.770881653,4.416501045,,4.770881653,4.416501045
14:38:00,12.84751415,19.98090553,4.7657938,4.355504036,,4.7657938,4.355504036
14:38:01,12.85768509,19.98090553,4.842114925,4.375836372,,4.842114925,4.375836372
14:38:02,12.87294197,19.97582245,4.760705471,4.325005531,,4.760705471,4.325005531
14:38:03,12.8526001,19.98598862,4.796322346,4.345337868,,4.796322346,4.345337868
14:38:04,12.84242821,19.98090553,4.7657938,4.426667213,,4.7657938,4.426667213
14:38:05,12.8526001,19.98090553,4.791234016,4.340254784,,4.791234016,4.340254784
14:38:06,12.87294197,19.98598862,4.831938744,4.340254784,,4.831938744,4.340254784
14:38:07,12.83734322,19.97582245,4.781057835,4.370753288,,4.781057835,4.370753288
14:38:08,12.84242821,19.98090553,4.781057835,4.365670204,,4.781057835,4.365670204
14:38:09,12.80174351,19.98090553,4.887907982,4.421584129,,4.887907982,4.421584129
14:38:10,12.80682945,19.98598862,4.796322346,4.370753288,,4.796322346,4.370753288
14:38:11,12.79665852,19.98598862,4.887907982,4.330088615,,4.887907982,4.330088615
14:38:12,12.80174351,19.97073936,4.775969982,4.386002541,,4.775969982,4.386002541
14:38:13,12.79157257,19.93007469,4.709824562,4.391085625,,4.709824562,4.391085625
14:38:14,12.78648758,19.98090553,4.816674709,4.350420952,,4.816674709,4.350420952
14:38:15,12.80174351,19.98090553,4.69964838,4.304673195,,4.69964838,4.304673195
14:38:16,12.80174351,19.98598862,4.7657938,4.294507027,,4.7657938,4.294507027
14:38:17,12.80174351,19.82332993,4.760705471,4.401251793,,4.760705471,4.401251793
14:38:18,12.80682945,19.90465927,4.648767471,4.325005531,,4.648767471,4.325005531
14:38:19,12.79665852,19.98090553,4.694560528,4.36058712,,4.694560528,4.36058712
14:38:20,12.80174351,19.98598862,4.745441437,4.355504036,,4.745441437,4.355504036
14:38:21,12.80174351,19.98090553,4.714912891,4.365670204,,4.714912891,4.365670204
14:38:22,12.79665852,19.91990852,4.720000744,4.279257774,,4.720000744,4.279257774
14:38:23,12.78648758,19.92499161,4.725089073,4.431750298,,4.725089073,4.431750298
14:38:24,12.7712307,19.98090553,4.653855801,4.375836372,,4.653855801,4.375836372
14:38:25,12.7712307,19.98598862,4.618238926,4.284340858,,4.618238926,4.284340858
14:38:26,12.74580288,19.98090553,4.69964838,4.3351717,,4.69964838,4.3351717
14:38:27,12.75088787,19.98090553,4.608062744,4.304673195,,4.608062744,4.304673195
14:38:28,12.7712307,19.98598862,4.572446346,4.279257774,,4.572446346,4.279257774
14:38:29,12.76105881,19.98090553,4.608062744,4.391085625,,4.608062744,4.391085625
14:38:30,12.7712307,19.98090553,4.613151073,4.365670204,,4.613151073,4.365670204
14:38:31,12.76614475,19.98598862,4.536829472,4.289423943,,4.536829472,4.289423943
14:38:32,12.74580288,19.98090553,4.557181835,4.36058712,,4.557181835,4.36058712
14:38:33,12.72546005,19.98090553,4.501213074,4.365670204,,4.501213074,4.365670204
14:38:34,12.74580288,19.98090553,4.541917801,4.370753288,,4.541917801,4.370753288
14:38:35,12.73563099,19.9910717,4.516477108,4.330088615,,4.516477108,4.330088615
14:38:36,12.71020317,19.98090553,4.511389256,4.314839363,,4.511389256,4.314839363
14:38:37,12.71020317,19.98090553,4.547005653,4.299590111,,4.547005653,4.299590111
14:38:38,12.69494629,19.96565628,4.562270164,4.330088615,,4.562270164,4.330088615
14:38:39,12.68477535,19.94024086,4.506300926,4.36058712,,4.506300926,4.36058712
14:38:40,12.6898613,19.88941002,4.491036892,4.391085625,,4.491036892,4.391085625
14:38:41,12.68477535,19.98090553,4.470684528,4.309756279,,4.470684528,4.309756279
14:38:42,12.68477535,19.98090553,4.48086071,4.314839363,,4.48086071,4.314839363
14:38:43,12.70511818,19.98598862,4.404539108,4.365670204,,4.404539108,4.365670204
14:38:44,12.67460442,19.98090553,4.435067654,4.386002541,,4.435067654,4.386002541
14:38:45,12.65934753,19.98598862,4.419803619,4.264008522,,4.419803619,4.264008522
14:38:46,12.66951847,19.97073936,4.363834381,4.284340858,,4.363834381,4.284340858
14:38:47,12.67460442,19.97582245,4.379098892,4.294507027,,4.379098892,4.294507027
14:38:48,12.67460442,19.9910717,4.419803619,4.370753288,,4.419803619,4.370753288
14:38:49,12.66443348,19.98090553,4.343482018,4.340254784,,4.343482018,4.340254784
14:38:50,12.66443348,19.98090553,4.267160892,4.269091606,,4.267160892,4.269091606
14:38:51,12.65426159,19.98090553,4.318041801,4.238593102,,4.318041801,4.238593102
14:38:52,12.65426159,19.98598862,4.343482018,4.375836372,,4.343482018,4.375836372
14:38:53,12.64409065,19.98598862,4.236632347,4.258925438,,4.236632347,4.258925438
14:38:54,12.62883377,19.98090553,4.262072563,4.319922447,,4.262072563,4.319922447
14:38:55,12.63391972,19.87924385,4.236632347,4.304673195,,4.236632347,4.304673195
14:38:56,12.63900471,19.86907768,4.318041801,4.289423943,,4.318041801,4.289423943
14:38:57,12.63900471,19.85891151,4.318041801,4.3351717,,4.318041801,4.3351717
14:38:58,12.63391972,19.90465927,4.190839291,4.304673195,,4.190839291,4.304673195
14:38:59,12.62883377,19.98090553,4.185751438,4.304673195,,4.185751438,4.304673195
14:39:00,12.63391972,19.88432693,4.165399075,4.294507027,,4.165399075,4.294507027
14:39:01,12.64409065,19.56917572,4.150134563,4.233510017,,4.150134563,4.233510017
14:39:02,12.6491766,19.28960609,4.170486927,4.330088615,,4.170486927,4.330088615
14:39:03,12.65426159,19.22860909,4.2417202,4.3351717,,4.2417202,4.3351717
14:39:04,12.65934753,19.23877525,4.256984711,4.253842354,,4.256984711,4.253842354
14:39:05,12.6491766,19.37093544,4.155222893,4.309756279,,4.155222893,4.309756279
14:39:06,12.63391972,19.44209862,4.190839291,4.279257774,,4.190839291,4.279257774
14:39:07,12.63900471,19.58950806,4.155222893,4.350420952,,4.155222893,4.350420952
14:39:08,12.64409065,19.70133591,4.160310745,4.350420952,,4.160310745,4.350420952
14:39:09,12.64409065,19.65050507,4.236632347,4.27417469,,4.236632347,4.27417469
14:39:10,12.63900471,19.66067123,4.094165802,4.228426933,,4.094165802,4.228426933
14:39:11,12.62374878,19.62508965,4.272248745,4.243676186,,4.272248745,4.243676186
14:39:12,12.63900471,19.62508965,4.221367836,4.299590111,,4.221367836,4.299590111
14:39:13,12.64409065,19.767416,4.094165802,4.238593102,,4.094165802,4.238593102
14:39:14,12.64409065,19.78774834,4.089077473,4.223343849,,4.089077473,4.223343849
14:39:15,12.63900471,19.70133591,4.114518166,4.309756279,,4.114518166,4.309756279
14:39:16,12.63900471,19.67592049,4.134870529,4.36058712,,4.134870529,4.36058712
14:39:17,12.6491766,19.5742588,4.139958382,4.24875927,,4.139958382,4.24875927
14:39:18,12.65426159,19.71150208,4.109429836,4.304673195,,4.109429836,4.304673195
14:39:19,12.63391972,19.85891151,4.206103802,4.258925438,,4.206103802,4.258925438
14:39:20,12.64409065,19.78774834,4.114518166,4.269091606,,4.114518166,4.269091606
14:39:21,12.62883377,19.58442497,4.139958382,4.355504036,,4.139958382,4.355504036
14:39:22,12.62883377,19.64542198,4.211191654,4.304673195,,4.211191654,4.304673195
14:39:23,12.6491766,19.83349609,4.139958382,4.319922447,,4.139958382,4.319922447
14:39:24,12.63391972,19.8944931,4.145046711,4.3351717,,4.145046711,4.3351717
14:39:25,12.63391972,19.98090553,4.216279984,4.355504036,,4.216279984,4.355504036
14:39:26,12.63391972,19.98090553,4.114518166,4.304673195,,4.114518166,4.304673195
14:39:27,12.63391972,19.98598862,4.094165802,4.289423943,,4.094165802,4.289423943
14:39:28,12.62374878,19.98598862,4.089077473,4.238593102,,4.089077473,4.238593102
14:39:29,12.62374878,19.98090553,4.175575256,4.330088615,,4.175575256,4.330088615
14:39:30,12.62883377,19.98598862,4.180663109,4.294507027,,4.180663109,4.294507027
14:39:31,12.64409065,19.9910717,4.145046711,4.258925438,,4.145046711,4.258925438
14:39:32,12.63391972,19.98598862,4.155222893,4.330088615,,4.155222893,4.330088615
14:39:33,12.62374878,19.98090553,4.180663109,4.314839363,,4.180663109,4.314839363
14:39:34,12.63391972,19.98598862,4.165399075,4.238593102,,4.165399075,4.238593102
14:39:35,12.64409065,19.98090553,4.175575256,4.289423943,,4.175575256,4.289423943
14:39:36,12.63900471,19.98090553,4.155222893,4.330088615,,4.155222893,4.330088615
14:39:37,12.64409065,19.98598862,4.08398962,4.304673195,,4.08398962,4.304673195
14:39:38,12.6491766,19.88432693,4.180663109,4.223343849,,4.180663109,4.223343849
14:39:39,12.65934753,19.96565628,4.134870529,4.243676186,,4.134870529,4.243676186
14:39:40,12.65426159,19.91482544,4.08398962,4.314839363,,4.08398962,4.314839363
14:39:41,12.65426159,19.98090553,4.165399075,4.289423943,,4.165399075,4.289423943
14:39:42,12.6491766,19.98598862,4.068725109,4.294507027,,4.068725109,4.294507027
14:39:43,12.66443348,19.98598862,4.211191654,4.279257774,,4.211191654,4.279257774
14:39:44,12.6491766,19.98598862,4.094165802,4.330088615,,4.094165802,4.330088615
14:39:45,12.63900471,19.94532394,4.150134563,4.258925438,,4.150134563,4.258925438
14:39:46,12.65934753,19.98598862,4.139958382,4.238593102,,4.139958382,4.238593102
14:39:47,12.65934753,19.97582245,4.104341984,4.284340858,,4.104341984,4.284340858
14:39:48,12.66443348,19.87416077,4.180663109,4.279257774,,4.180663109,4.279257774
14:39:49,12.67460442,19.91990852,4.180663109,4.27417469,,4.180663109,4.27417469
14:39:50,12.65934753,19.93007469,4.109429836,4.223343849,,4.109429836,4.223343849
14:39:51,12.67460442,19.90974236,4.1297822,4.309756279,,4.1297822,4.309756279
14:39:52,12.67968941,19.90974236,4.134870529,4.36058712,,4.134870529,4.36058712
14:39:53,12.67460442,19.85382843,4.160310745,4.289423943,,4.160310745,4.289423943
14:39:54,12.67460442,19.98090553,4.104341984,4.330088615,,4.104341984,4.330088615
14:39:55,12.66951847,19.98090553,4.206103802,4.27417469,,4.206103802,4.27417469
14:39:56,12.66443348,19.98090553,4.2417202,4.289423943,,4.2417202,4.289423943
14:39:57,12.66951847,19.98090553,4.170486927,4.319922447,,4.170486927,4.319922447
14:39:58,12.65934753,19.98090553,4.1297822,4.279257774,,4.1297822,4.279257774
14:39:59,12.66443348,19.98090553,4.2417202,4.24875927,,4.2417202,4.24875927
14:40:00,12.66443348,19.98090553,4.185751438,4.269091606,,4.185751438,4.269091606
14:40:01,12.66443348,19.97073936,4.201015472,4.27417469,,4.201015472,4.27417469
14:40:02,12.66951847,19.81316376,4.211191654,4.27417469,,4.211191654,4.27417469
14:40:03,12.66443348,19.767416,4.221367836,4.304673195,,4.221367836,4.304673195
14:40:04,12.65934753,19.82332993,4.139958382,4.330088615,,4.139958382,4.330088615
14:40:05,12.65934753,19.79791451,4.277337074,4.294507027,,4.277337074,4.294507027
14:40:06,12.66951847,19.75216675,4.226456165,4.319922447,,4.226456165,4.319922447
14:40:07,12.67460442,19.66575432,4.139958382,4.253842354,,4.139958382,4.253842354
14:40:08,12.67968941,19.70641899,4.119606018,4.24875927,,4.119606018,4.24875927
14:40:09,12.67460442,19.69625282,4.1297822,4.350420952,,4.1297822,4.350420952
14:40:10,12.68477535,19.68608665,4.139958382,4.253842354,,4.139958382,4.253842354
14:40:11,12.6898613,19.69625282,4.216279984,4.294507027,,4.216279984,4.294507027
14:40:12,12.68477535,19.70133591,4.246808529,4.330088615,,4.246808529,4.330088615
14:40:13,12.6898613,19.80808067,4.160310745,4.299590111,,4.160310745,4.299590111
14:40:14,12.67968941,19.67592049,4.124694347,4.375836372,,4.124694347,4.375836372
14:40:15,12.6898613,19.767416,4.206103802,4.309756279,,4.206103802,4.309756279
14:40:16,12.67968941,19.80808067,4.246808529,4.264008522,,4.246808529,4.264008522
14:40:17,12.67460442,19.79791451,4.1297822,4.299590111,,4.1297822,4.299590111
14:40:18,12.66443348,19.81316376,4.221367836,4.309756279,,4.221367836,4.309756279
14:40:19,12.66443348,19.98598862,4.175575256,4.269091606,,4.175575256,4.269091606
14:40:20,12.66951847,19.98598862,4.155222893,4.243676186,,4.155222893,4.243676186
14:40:21,12.66951847,19.98598862,4.134870529,4.258925438,,4.134870529,4.258925438
14:40:22,12.65934753,19.98598862,4.134870529,4.27417469,,4.134870529,4.27417469
14:40:23,12.65934753,19.98598862,4.165399075,4.304673195,,4.165399075,4.304673195
14:40:24,12.63391972,19.98598862,4.180663109,4.350420952,,4.180663109,4.350420952
14:40:25,12.63900471,19.98090553,4.150134563,4.431750298,,4.150134563,4.431750298
14:40:26,12.65934753,19.98598862,4.104341984,4.279257774,,4.104341984,4.279257774
14:40:27,12.6491766,19.98598862,4.134870529,4.289423943,,4.134870529,4.289423943
14:40:28,12.6491766,19.93007469,4.104341984,4.24875927,,4.104341984,4.24875927
14:40:29,12.63391972,19.8639946,4.145046711,4.314839363,,4.145046711,4.314839363
14:40:30,12.65426159,19.90465927,4.175575256,4.36058712,,4.175575256,4.36058712
14:40:31,12.63900471,19.98090553,4.175575256,4.289423943,,4.175575256,4.289423943
14:40:32,12.64409065,19.98598862,4.119606018,4.370753288,,4.119606018,4.370753288
14:40:33,12.6491766,19.98598862,4.175575256,4.264008522,,4.175575256,4.264008522
14:40:34,12.63900471,19.98598862,4.114518166,4.325005531,,4.114518166,4.325005531
14:40:35,12.63900471,19.98598862,4.185751438,4.304673195,,4.185751438,4.304673195
14:40:36,12.64409065,19.98090553,4.134870529,4.269091606,,4.134870529,4.269091606
14:40:37,12.63900471,19.98598862,4.099253654,4.365670204,,4.099253654,4.365670204
14:40:38,12.6491766,19.98598862,4.150134563,4.309756279,,4.150134563,4.309756279
14:40:39,12.63900471,19.98598862,4.185751438,4.284340858,,4.185751438,4.284340858
14:40:40,12.62374878,19.9910717,4.099253654,4.345337868,,4.099253654,4.345337868
14:40:41,12.64409065,19.98090553,4.114518166,4.319922447,,4.114518166,4.319922447
